nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt_	shrsOrPrnAmt_	investmentDiscretion	votingAuthority_Sole	votingAuthority_Shared	votingAuthority_None
DOLLAR GEN CORP NEW 	COM	256677105	883	7400	SH	DFND	7400	0	0
DOLLAR GEN CORP NEW 	COM	256677105	10630	89100	SH	DFND	89100	0	0
DOLLAR TREE INC 	COM	256746108	5494	52300	SH	DFND	52300	0	0
DOLLAR TREE INC 	COM	256746108	7111	67700	SH	DFND	67700	0	0
DOMINOS PIZZA INC	COM	25754A201	26	100	SH	DFND	100	0	0
DOMINOS PIZZA INC	COM	25754A201	1549	6000	SH	DFND	6000	0	0
DOMO INC	COM CL B	257554105	1036	25700	SH	DFND	25700	0	0
DOMO INC	COM CL B	257554105	911	22600	SH	DFND	22600	0	0
DOMTAR CORP 	COM NEW	257559203	1525	30725	SH	DFND	30725	0	0
DONALDSON INC 	COM	257651109	202	4045	SH	DFND	4045	0	0
DONALDSON INC 	COM	257651109	390	7800	SH	DFND	7800	0	0
DOUGLAS DYNAMICS INC 	COM	25960R105	291	7655	SH	DFND	7655	0	0
DOUGLAS DYNAMICS INC 	COM	25960R105	1991	52300	SH	DFND	52300	0	0
DOUGLAS DYNAMICS INC 	COM	25960R105	720	18900	SH	DFND	18900	0	0
DOUGLAS EMMETT INC 	COM	25960P109	234	5800	SH	DFND	5800	0	0
DOUGLAS EMMETT INC 	COM	25960P109	441	10900	SH	DFND	10900	0	0
DOVER CORP	COM	260003108	2476	26400	SH	DFND	26400	0	0
DOVER CORP	COM	260003108	2082	22200	SH	DFND	22200	0	0
DOWDUPONT INC 	COM	26078J100	1158	21725	SH	DFND	21725	0	0
DRIL QUIP INC 	COM	262037104	967	21100	SH	DFND	21100	0	0
DROPBOX INC	CL A	26210C104	2391	109667	SH	DFND	109667	0	0
DROPBOX INC	CL A	26210C104	458	21000	SH	DFND	21000	0	0
DROPBOX INC	CL A	26210C104	14120	647700	SH	DFND	647700	0	0
DTE ENERGY CO 	COM	233331107	1168	9364	SH	DFND	9364	0	0
DTE ENERGY CO 	COM	233331107	12	100	SH	DFND	100	0	0
DTE ENERGY CO 	COM	233331107	649	5200	SH	DFND	5200	0	0
DUKE ENERGY CORP NEW 	COM NEW	26441C204	1881	20900	SH	DFND	20900	0	0
DULUTH HLDGS INC	COM CL B	26443V101	86	3609	SH	DFND	3609	0	0
DULUTH HLDGS INC	COM CL B	26443V101	12	500	SH	DFND	500	0	0
DULUTH HLDGS INC	COM CL B	26443V101	188	7900	SH	DFND	7900	0	0
DXC TECHNOLOGY CO 	COM	23355L106	830	12900	SH	DFND	12900	0	0
DXC TECHNOLOGY CO 	COM	23355L106	1042	16200	SH	DFND	16200	0	0
DXP ENTERPRISES INC NEW 	COM NEW	233377407	34	862	SH	DFND	862	0	0
DXP ENTERPRISES INC NEW 	COM NEW	233377407	428	11000	SH	DFND	11000	0	0
DXP ENTERPRISES INC NEW 	COM NEW	233377407	4	100	SH	DFND	100	0	0
DYCOM INDS INC 	COM	267475101	396	8615	SH	DFND	8615	0	0
DYCOM INDS INC 	COM	267475101	14	300	SH	DFND	300	0	0
DYCOM INDS INC 	COM	267475101	459	10000	SH	DFND	10000	0	0
DYNAGAS LNG PARTNERS LP 	COM UNIT LTD PT	Y2188B108	98	43712	SH	DFND	43712	0	0
DYNAGAS LNG PARTNERS LP 	COM UNIT LTD PT	Y2188B108	118	52500	SH	DFND	52500	0	0
E TRADE FINANCIAL CORP 	COM NEW	269246401	1510	32527	SH	DFND	32527	0	0
E TRADE FINANCIAL CORP 	COM NEW	269246401	2521	54300	SH	DFND	54300	0	0
EAGLE BULK SHIPPING INC 	SHS NEW	Y2187A143	33	7146	SH	DFND	7146	0	0
EAGLE BULK SHIPPING INC 	SHS NEW	Y2187A143	13	2900	SH	DFND	2900	0	0
EAGLE BULK SHIPPING INC 	SHS NEW	Y2187A143	21	4600	SH	DFND	4600	0	0
EAGLE MATERIALS INC 	COM	26969P108	5395	64000	SH	DFND	64000	0	0
EAGLE MATERIALS INC 	COM	26969P108	3380	40100	SH	DFND	40100	0	0
EAGLE PHARMACEUTICALS INC 	COM	269796108	186	3676	SH	DFND	3676	0	0
EAGLE PHARMACEUTICALS INC 	COM	269796108	2474	49000	SH	DFND	49000	0	0
EAST WEST BANCORP INC 	COM	27579R104	136	2839	SH	DFND	2839	0	0
EAST WEST BANCORP INC 	COM	27579R104	29	600	SH	DFND	600	0	0
EAST WEST BANCORP INC 	COM	27579R104	489	10200	SH	DFND	10200	0	0
EASTMAN CHEMICAL CO 	COM	277432100	2776	36581	SH	DFND	36581	0	0
EASTMAN CHEMICAL CO 	COM	277432100	106	1400	SH	DFND	1400	0	0
EASTMAN CHEMICAL CO 	COM	277432100	455	6000	SH	DFND	6000	0	0
EATON CORP PLC	SHS	G29183103	1692	21000	SH	DFND	21000	0	0
EATON VANCE CORP 	COM NON VTG	278265103	134	3323	SH	DFND	3323	0	0
EATON VANCE CORP 	COM NON VTG	278265103	8	200	SH	DFND	200	0	0
EATON VANCE CORP 	COM NON VTG	278265103	734	18200	SH	DFND	18200	0	0
EBAY INC 	COM	278642103	2417	65066	SH	DFND	65066	0	0
EBAY INC 	COM	278642103	8308	223700	SH	DFND	223700	0	0
EBAY INC 	COM	278642103	11733	315900	SH	DFND	315900	0	0
EBIX INC 	COM NEW	278715206	400	8102	SH	DFND	8102	0	0
ECHOSTAR CORP 	CL A	278768106	1290	35400	SH	DFND	35400	0	0
EDGEWELL PERS CARE CO 	COM	28035Q102	2054	46800	SH	DFND	46800	0	0
EDGEWELL PERS CARE CO 	COM	28035Q102	268	6100	SH	DFND	6100	0	0
EDISON INTL 	COM	281020107	1065	17203	SH	DFND	17203	0	0
EDISON INTL 	COM	281020107	1443	23300	SH	DFND	23300	0	0
EDWARDS LIFESCIENCES CORP 	COM	28176E108	740	3867	SH	DFND	3867	0	0
EDWARDS LIFESCIENCES CORP 	COM	28176E108	4248	22200	SH	DFND	22200	0	0
EDWARDS LIFESCIENCES CORP 	COM	28176E108	5109	26700	SH	DFND	26700	0	0
ELANCO ANIMAL HEALTH INC	COM	28414H103	76	2364	SH	DFND	2364	0	0
ELANCO ANIMAL HEALTH INC	COM	28414H103	529	16500	SH	DFND	16500	0	0
ELDORADO RESORTS INC 	COM	28470R102	3226	69089	SH	DFND	69089	0	0
ELDORADO RESORTS INC 	COM	28470R102	1177	25200	SH	DFND	25200	0	0
ELDORADO RESORTS INC 	COM	28470R102	5169	110700	SH	DFND	110700	0	0
ELECTRONIC ARTS INC 	COM	285512109	18317	180232	SH	DFND	180232	0	0
ELECTRONIC ARTS INC 	COM	285512109	53071	522200	SH	DFND	522200	0	0
ELECTRONIC ARTS INC 	COM	285512109	44453	437400	SH	DFND	437400	0	0
ELECTRONICS FOR IMAGING INC	COM	286082102	42	1544	SH	DFND	1544	0	0
ELECTRONICS FOR IMAGING INC	COM	286082102	135	5000	SH	DFND	5000	0	0
ELECTRONICS FOR IMAGING INC	COM	286082102	83	3100	SH	DFND	3100	0	0
ELEMENT SOLUTIONS INC	COM	28618M106	695	68842	SH	DFND	68842	0	0
ELEMENT SOLUTIONS INC	COM	28618M106	438	43400	SH	DFND	43400	0	0
ELLIE MAE INC 	COM	28849P100	3120	31610	SH	DFND	31610	0	0
ELLIE MAE INC 	COM	28849P100	2892	29300	SH	DFND	29300	0	0
ELLINGTON FINANCIAL INC	COM	28852N109	85	4750	SH	DFND	4750	0	0
ELLINGTON FINANCIAL INC	COM	28852N109	331	18500	SH	DFND	18500	0	0
ELLINGTON FINANCIAL INC	COM	28852N109	456	25500	SH	DFND	25500	0	0
EMBRAER S A	SPONSORED ADS	29082A107	4051	213100	SH	DFND	213100	0	0
EMBRAER S A	SPONSORED ADS	29082A107	10357	544800	SH	DFND	544800	0	0
EMCORE CORP 	COM NEW	290846203	21	5780	SH	DFND	5780	0	0
EMCORE CORP 	COM NEW	290846203	206	56500	SH	DFND	56500	0	0
EMERSON ELEC CO	COM	291011104	169	2470	SH	DFND	2470	0	0
EMERSON ELEC CO	COM	291011104	760	11100	SH	DFND	11100	0	0
EMERSON ELEC CO	COM	291011104	685	10000	SH	DFND	10000	0	0
ENBRIDGE INC 	COM	29250N105	7205	198700	SH	DFND	198700	0	0
ENBRIDGE INC 	COM	29250N105	1298	35800	SH	DFND	35800	0	0
ENCANA CORP 	COM	292505104	256	35354	SH	DFND	35354	0	0
ENCANA CORP 	COM	292505104	108	14900	SH	DFND	14900	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	158	2700	SH	DFND	2700	0	0
ENCOMPASS HEALTH CORP	COM	29261A100	105	1800	SH	DFND	1800	0	0
ENCORE WIRE CORP	COM	292562105	383	6700	SH	DFND	6700	0	0
ENDEAVOUR SILVER CORP 	COM	29258Y103	282	112000	SH	DFND	112000	0	0
ENDEAVOUR SILVER CORP 	COM	29258Y103	112	44600	SH	DFND	44600	0	0
ENEL AMERICAS S A 	SPONSORED ADR	29274F104	134	15000	SH	DFND	15000	0	0
ENERGIZER HLDGS INC NEW	COM	29272W109	785	17482	SH	DFND	17482	0	0
ENERGIZER HLDGS INC NEW	COM	29272W109	18	400	SH	DFND	400	0	0
ENERGIZER HLDGS INC NEW	COM	29272W109	3837	85400	SH	DFND	85400	0	0
ENERGOUS CORP 	COM	29272C103	552	87100	SH	DFND	87100	0	0
ENERGY TRANSFER LP	COM UT LTD PTN	29273V100	7849	510700	SH	DFND	510700	0	0
ENERGY TRANSFER LP	COM UT LTD PTN	29273V100	14	900	SH	DFND	900	0	0
ENERPLUS CORP 	COM	292766102	213	25300	SH	DFND	25300	0	0
ENERPLUS CORP 	COM	292766102	1	100	SH	DFND	100	0	0
ENERSYS 	COM	29275Y102	4989	76561	SH	DFND	76561	0	0
ENERSYS 	COM	29275Y102	971	14900	SH	DFND	14900	0	0
ENERSYS 	COM	29275Y102	8927	137000	SH	DFND	137000	0	0
ENI S P A 	SPONSORED ADR	26874R108	303	8600	SH	DFND	8600	0	0
ENTEGRIS INC 	COM	29362U104	1538	43100	SH	DFND	43100	0	0
ENTEGRIS INC 	COM	29362U104	182	5100	SH	DFND	5100	0	0
ENTERGY CORP NEW 	COM	29364G103	908	9500	SH	DFND	9500	0	0
ENTERPRISE PRODS PARTNERS L 	COM	293792107	5398	185500	SH	DFND	185500	0	0
ENTERPRISE PRODS PARTNERS L 	COM	293792107	195	6700	SH	DFND	6700	0	0
ENTRAVISION COMMUNICATIONS C 	CL A	29382R107	88	27285	SH	DFND	27285	0	0
ENVESTNET INC 	COM	29404K106	1984	30343	SH	DFND	30343	0	0
ENVESTNET INC 	COM	29404K106	981	15000	SH	DFND	15000	0	0
ENVIVA PARTNERS LP 	COM UNIT	29414J107	122	3791	SH	DFND	3791	0	0
ENVIVA PARTNERS LP 	COM UNIT	29414J107	16	500	SH	DFND	500	0	0
ENVIVA PARTNERS LP 	COM UNIT	29414J107	194	6000	SH	DFND	6000	0	0
EOG RES INC 	COM	26875P101	7691	80800	SH	DFND	80800	0	0
EOG RES INC 	COM	26875P101	14087	148000	SH	DFND	148000	0	0
EPAM SYS INC 	COM	29414B104	318	1883	SH	DFND	1883	0	0
EPAM SYS INC 	COM	29414B104	5158	30500	SH	DFND	30500	0	0
EPAM SYS INC 	COM	29414B104	11044	65300	SH	DFND	65300	0	0
EPR PPTYS 	COM SH BEN INT	26884U109	1238	16100	SH	DFND	16100	0	0
EPR PPTYS 	COM SH BEN INT	26884U109	823	10700	SH	DFND	10700	0	0
EQM MIDSTREAM PARTNERS LP 	UNIT LTD PARTN	26885B100	17000	368200	SH	DFND	368200	0	0
EQM MIDSTREAM PARTNERS LP 	UNIT LTD PARTN	26885B100	14123	305900	SH	DFND	305900	0	0
EQT CORP 	COM	26884L109	454	21874	SH	DFND	21874	0	0
EQUIFAX INC	COM	294429105	1541	13004	SH	DFND	13004	0	0
EQUINIX INC	COM	29444U700	816	1800	SH	DFND	1800	0	0
EQUINIX INC	COM	29444U700	2719	6000	SH	DFND	6000	0	0
EQUINOR ASA	SPONSORED ADR	29446M102	250	11400	SH	DFND	11400	0	0
EQUITY COMWLTH 	COM SH BEN INT	294628102	3547	108500	SH	DFND	108500	0	0
EQUITY COMWLTH 	COM SH BEN INT	294628102	4956	151600	SH	DFND	151600	0	0
EQUITY LIFESTYLE PPTYS INC 	COM	29472R108	1737	15200	SH	DFND	15200	0	0
EQUITY LIFESTYLE PPTYS INC 	COM	29472R108	2515	22000	SH	DFND	22000	0	0
ERICSSON	ADR B SEK 10	294821608	1170	127501	SH	DFND	127501	0	0
ERICSSON	ADR B SEK 10	294821608	132	14400	SH	DFND	14400	0	0
ERICSSON	ADR B SEK 10	294821608	2710	295200	SH	DFND	295200	0	0
ESPERION THERAPEUTICS INC NE 	COM	29664W105	861	21440	SH	DFND	21440	0	0
ESPERION THERAPEUTICS INC NE 	COM	29664W105	4003	99700	SH	DFND	99700	0	0
ESSENT GROUP LTD 	COM	G3198U102	416	9582	SH	DFND	9582	0	0
ESSENT GROUP LTD 	COM	G3198U102	22	500	SH	DFND	500	0	0
ESSENTIAL PPTYS RLTY TR INC	COM	29670E107	2928	150000	SH	DFND	150000	0	0
ESSEX PPTY TR INC 	COM	297178105	2314	8000	SH	DFND	8000	0	0
ESSEX PPTY TR INC 	COM	297178105	5582	19300	SH	DFND	19300	0	0
ETSY INC 	COM	29786A106	2263	33671	SH	DFND	33671	0	0
ETSY INC 	COM	29786A106	3791	56400	SH	DFND	56400	0	0
ETSY INC 	COM	29786A106	26639	396300	SH	DFND	396300	0	0
EURONET WORLDWIDE INC 	COM	298736109	1096	7684	SH	DFND	7684	0	0
EURONET WORLDWIDE INC 	COM	298736109	1412	9900	SH	DFND	9900	0	0
EVERBRIDGE INC 	COM	29978A104	3008	40100	SH	DFND	40100	0	0
EVERBRIDGE INC 	COM	29978A104	158	2100	SH	DFND	2100	0	0
EVERI HLDGS INC	COM	30034T103	1332	126592	SH	DFND	126592	0	0
EVERI HLDGS INC	COM	30034T103	3	300	SH	DFND	300	0	0
EVERI HLDGS INC	COM	30034T103	343	32600	SH	DFND	32600	0	0
EVERSOURCE ENERGY 	COM	30040W108	305	4300	SH	DFND	4300	0	0
EVERTEC INC 	COM	30040P103	175	6299	SH	DFND	6299	0	0
EVERTEC INC 	COM	30040P103	292	10500	SH	DFND	10500	0	0
EVOLUTION PETROLEUM CORP 	COM	30049A107	33	4882	SH	DFND	4882	0	0
EVOLUTION PETROLEUM CORP 	COM	30049A107	132	19600	SH	DFND	19600	0	0
EVOLUTION PETROLEUM CORP 	COM	30049A107	89	13200	SH	DFND	13200	0	0
EVOQUA WATER TECHNOLOGIES CO	COM	30057T105	754	59900	SH	DFND	59900	0	0
EXACT SCIENCES CORP 	COM	30063P105	2930	33827	SH	DFND	33827	0	0
EXACT SCIENCES CORP 	COM	30063P105	3300	38100	SH	DFND	38100	0	0
EXACT SCIENCES CORP 	COM	30063P105	15496	178900	SH	DFND	178900	0	0
EXELIXIS INC 	COM	30161Q104	500	21000	SH	DFND	21000	0	0
EXELIXIS INC 	COM	30161Q104	62	2600	SH	DFND	2600	0	0
EXELON CORP 	COM	30161N101	6056	120800	SH	DFND	120800	0	0
EXLSERVICE HOLDINGS INC 	COM	302081104	396	6600	SH	DFND	6600	0	0
EXPEDIA GROUP INC	COM NEW	30212P303	1868	15700	SH	DFND	15700	0	0
EXPEDIA GROUP INC	COM NEW	30212P303	3225	27100	SH	DFND	27100	0	0
EXPONENT INC 	COM	30214U102	531	9208	SH	DFND	9208	0	0
EXPONENT INC 	COM	30214U102	46	800	SH	DFND	800	0	0
EXTENDED STAY AMER INC 	UNIT 99/99/9999B	30224P200	3295	183552	SH	DFND	183552	0	0
EXTRA SPACE STORAGE INC 	COM	30225T102	429	4210	SH	DFND	4210	0	0
EXTRA SPACE STORAGE INC 	COM	30225T102	51	500	SH	DFND	500	0	0
EXTRA SPACE STORAGE INC 	COM	30225T102	2283	22400	SH	DFND	22400	0	0
EXTREME NETWORKS INC	COM	30226D106	850	113500	SH	DFND	113500	0	0
EXXON MOBIL CORP 	COM	30231G102	5188	64203	SH	DFND	64203	0	0
EXXON MOBIL CORP 	COM	30231G102	574	7100	SH	DFND	7100	0	0
EXXON MOBIL CORP 	COM	30231G102	1826	22600	SH	DFND	22600	0	0
F5 NETWORKS INC	COM	315616102	1361	8672	SH	DFND	8672	0	0
F5 NETWORKS INC	COM	315616102	16	100	SH	DFND	100	0	0
F5 NETWORKS INC	COM	315616102	13935	88800	SH	DFND	88800	0	0
FABRINET 	SHS	G3323L100	1624	31016	SH	DFND	31016	0	0
FABRINET 	SHS	G3323L100	73	1400	SH	DFND	1400	0	0
FABRINET 	SHS	G3323L100	1979	37800	SH	DFND	37800	0	0
FACEBOOK INC	CL A	30303M102	15047	90272	SH	DFND	90272	0	0
FACEBOOK INC	CL A	30303M102	19836	119000	SH	DFND	119000	0	0
FACEBOOK INC	CL A	30303M102	129968	779700	SH	DFND	779700	0	0
FACTSET RESH SYS INC	COM	303075105	3327	13400	SH	DFND	13400	0	0
FAIR ISAAC CORP 	COM	303250104	14016	51600	SH	DFND	51600	0	0
FAIR ISAAC CORP 	COM	303250104	1766	6500	SH	DFND	6500	0	0
FASTENAL CO	COM	311900104	28837	448400	SH	DFND	448400	0	0
FASTENAL CO	COM	311900104	8753	136100	SH	DFND	136100	0	0
FEDERAL REALTY INVT TR 	SH BEN INT NEW	313747206	226	1636	SH	DFND	1636	0	0
FEDERAL REALTY INVT TR 	SH BEN INT NEW	313747206	41	300	SH	DFND	300	0	0
FEDERAL REALTY INVT TR 	SH BEN INT NEW	313747206	855	6200	SH	DFND	6200	0	0
FEDEX CORP 	COM	31428X106	4282	23605	SH	DFND	23605	0	0
FEDEX CORP 	COM	31428X106	15765	86900	SH	DFND	86900	0	0
FEDEX CORP 	COM	31428X106	12626	69600	SH	DFND	69600	0	0
FERRARI N V 	COM	N3167Y103	5210	38939	SH	DFND	38939	0	0
FERRARI N V 	COM	N3167Y103	9767	73000	SH	DFND	73000	0	0
FERRARI N V 	COM	N3167Y103	23683	177000	SH	DFND	177000	0	0
FERRO CORP 	COM	315405100	2139	112996	SH	DFND	112996	0	0
FERRO CORP 	COM	315405100	360	19000	SH	DFND	19000	0	0
FERRO CORP 	COM	315405100	345	18200	SH	DFND	18200	0	0
FGL HLDGS 	ORD SHS	G3402M102	18	2262	SH	DFND	2262	0	0
FGL HLDGS 	ORD SHS	G3402M102	65	8200	SH	DFND	8200	0	0
FIAT CHRYSLER AUTOMOBILES N 	SHS	N31738102	7247	488000	SH	DFND	488000	0	0
FIAT CHRYSLER AUTOMOBILES N 	SHS	N31738102	1715	115500	SH	DFND	115500	0	0
FIDELITY NATIONAL FINANCIAL 	FNF GROUP COM	31620R303	1334	36500	SH	DFND	36500	0	0
FIDELITY NATIONAL FINANCIAL 	FNF GROUP COM	31620R303	2321	63500	SH	DFND	63500	0	0
FIDELITY NATL INFORMATION SV 	COM	31620M106	11585	102430	SH	DFND	102430	0	0
FIDELITY NATL INFORMATION SV 	COM	31620M106	2081	18400	SH	DFND	18400	0	0
FIESTA RESTAURANT GROUP INC 	COM	31660B101	276	21058	SH	DFND	21058	0	0
FIESTA RESTAURANT GROUP INC 	COM	31660B101	548	41800	SH	DFND	41800	0	0
FIESTA RESTAURANT GROUP INC 	COM	31660B101	2036	155300	SH	DFND	155300	0	0
FIFTH THIRD BANCORP 	COM	316773100	1275	50547	SH	DFND	50547	0	0
FIFTH THIRD BANCORP 	COM	316773100	101	4000	SH	DFND	4000	0	0
FIFTH THIRD BANCORP 	COM	316773100	2146	85100	SH	DFND	85100	0	0
FIREEYE INC 	COM	31816Q101	4003	238402	SH	DFND	238402	0	0
FIREEYE INC 	COM	31816Q101	1177	70100	SH	DFND	70100	0	0
FIREEYE INC 	COM	31816Q101	14382	856600	SH	DFND	856600	0	0
FIRST AMERN FINL CORP 	COM	31847R102	7	130	SH	DFND	130	0	0
FIRST AMERN FINL CORP 	COM	31847R102	170	3300	SH	DFND	3300	0	0
FIRST AMERN FINL CORP 	COM	31847R102	185	3600	SH	DFND	3600	0	0
FIRST BANCORP P R 	COM NEW	318672706	246	21500	SH	DFND	21500	0	0
FIRST DATA CORP NEW 	COM CL A	32008D106	8680	330400	SH	DFND	330400	0	0
FIRST DATA CORP NEW 	COM CL A	32008D106	6281	239100	SH	DFND	239100	0	0
FIRST FINL BANCORP OH 	COM	320209109	2428	100900	SH	DFND	100900	0	0
FIRST FINL BANCORP OH 	COM	320209109	120	5000	SH	DFND	5000	0	0
FIRST FINL BANKSHARES 	COM	32020R109	150	2603	SH	DFND	2603	0	0
FIRST FINL BANKSHARES 	COM	32020R109	376	6500	SH	DFND	6500	0	0
FIRST HAWAIIAN INC 	COM	32051X108	508	19500	SH	DFND	19500	0	0
FIRST HORIZON NATL CORP 	COM	320517105	46	3283	SH	DFND	3283	0	0
FIRST HORIZON NATL CORP 	COM	320517105	56	4000	SH	DFND	4000	0	0
FIRST HORIZON NATL CORP 	COM	320517105	714	51100	SH	DFND	51100	0	0
FIRST INDUSTRIAL REALTY TRUS 	COM	32054K103	212	6000	SH	DFND	6000	0	0
FIRST INDUSTRIAL REALTY TRUS 	COM	32054K103	4	100	SH	DFND	100	0	0
FIRST MAJESTIC SILVER CORP 	COM	32076V103	270	40999	SH	DFND	40999	0	0
FIRST MAJESTIC SILVER CORP 	COM	32076V103	178	27000	SH	DFND	27000	0	0
FIRST REP BK SAN FRANCISCO C 	COM	33616C100	2967	29531	SH	DFND	29531	0	0
FIRST REP BK SAN FRANCISCO C 	COM	33616C100	2280	22700	SH	DFND	22700	0	0
FIRST SOLAR INC 	COM	336433107	12676	239900	SH	DFND	239900	0	0
FIRST SOLAR INC 	COM	336433107	18098	342500	SH	DFND	342500	0	0
FIRSTCASH INC	COM	33767D105	1736	20073	SH	DFND	20073	0	0
FIRSTCASH INC	COM	33767D105	4325	50000	SH	DFND	50000	0	0
FIRSTENERGY CORP 	COM	337932107	1049	25211	SH	DFND	25211	0	0
FIRSTENERGY CORP 	COM	337932107	146	3500	SH	DFND	3500	0	0
FIRSTENERGY CORP 	COM	337932107	890	21400	SH	DFND	21400	0	0
FIVE BELOW INC 	COM	33829M101	580	4670	SH	DFND	4670	0	0
FIVE BELOW INC 	COM	33829M101	1566	12600	SH	DFND	12600	0	0
FIVE9 INC 	COM	338307101	2509	47500	SH	DFND	47500	0	0
FIVE9 INC 	COM	338307101	1300	24600	SH	DFND	24600	0	0
FLEETCOR TECHNOLOGIES INC 	COM	339041105	9321	37800	SH	DFND	37800	0	0
FLEETCOR TECHNOLOGIES INC 	COM	339041105	26385	107000	SH	DFND	107000	0	0
FLEX LTD 	ORD	Y2573F102	1290	129000	SH	DFND	129000	0	0
FLEX LTD 	ORD	Y2573F102	1012	101200	SH	DFND	101200	0	0
FLIR SYS INC 	COM	302445101	5158	108410	SH	DFND	108410	0	0
FLOOR & DECOR HLDGS INC 	CL A	339750101	2385	57857	SH	DFND	57857	0	0
FLOOR & DECOR HLDGS INC 	CL A	339750101	2275	55200	SH	DFND	55200	0	0
FLOWERS FOODS INC	COM	343498101	1271	59600	SH	DFND	59600	0	0
FLOWSERVE CORP 	COM	34354P105	2117	46900	SH	DFND	46900	0	0
FLOWSERVE CORP 	COM	34354P105	451	10000	SH	DFND	10000	0	0
FLUOR CORP NEW	COM	343412102	657	17846	SH	DFND	17846	0	0
FLUOR CORP NEW	COM	343412102	817	22200	SH	DFND	22200	0	0
FLWS/1-800 FLOWERS	CL A	68243Q106	88	4807	SH	DFND	4807	0	0
FLWS/1-800 FLOWERS	CL A	68243Q106	366	20100	SH	DFND	20100	0	0
FLWS/1-800 FLOWERS	CL A	68243Q106	284	15600	SH	DFND	15600	0	0
FOOT LOCKER INC 	COM	344849104	370	6104	SH	DFND	6104	0	0
FOOT LOCKER INC 	COM	344849104	1370	22600	SH	DFND	22600	0	0
FORD MTR CO DEL	COM	345370860	4197	478000	SH	DFND	478000	0	0
FORD MTR CO DEL	COM	345370860	2047	233100	SH	DFND	233100	0	0
FORMFACTOR INC 	COM	346375108	346	21477	SH	DFND	21477	0	0
FORMFACTOR INC 	COM	346375108	32	2000	SH	DFND	2000	0	0
FORMFACTOR INC 	COM	346375108	756	47000	SH	DFND	47000	0	0
FORTINET INC 	COM	34959E109	1150	13700	SH	DFND	13700	0	0
FORTINET INC 	COM	34959E109	1108	13200	SH	DFND	13200	0	0
FORTRESS TRANS INFRST INVS L	COM REP LTD LIAB	34960P101	1127	65897	SH	DFND	65897	0	0
FORTRESS TRANS INFRST INVS L	COM REP LTD LIAB	34960P101	56	3300	SH	DFND	3300	0	0
FORTUNE BRANDS HOME & SEC IN	COM	34964C106	265	5565	SH	DFND	5565	0	0
FORTUNE BRANDS HOME & SEC IN	COM	34964C106	43	900	SH	DFND	900	0	0
FOUR CORNERS PPTY TR INC 	COM	35086T109	1196	40400	SH	DFND	40400	0	0
FOUR CORNERS PPTY TR INC 	COM	35086T109	121	4100	SH	DFND	4100	0	0
FOX CORP	CL A COM	35137L105	1387	37772	SH	DFND	37772	0	0
FOX FACTORY HLDG CORP 	COM	35138V102	266	3800	SH	DFND	3800	0	0
FRANCO NEVADA CORP 	COM	351858105	21	284	SH	DFND	284	0	0
FRANCO NEVADA CORP 	COM	351858105	6604	88000	SH	DFND	88000	0	0
FRANCO NEVADA CORP 	COM	351858105	21254	283200	SH	DFND	283200	0	0
FRANKLIN ELEC INC 	COM	353514102	1277	25000	SH	DFND	25000	0	0
FRANKLIN ELEC INC 	COM	353514102	1507	29500	SH	DFND	29500	0	0
FRANKLIN RES INC 	COM	354613101	487	14700	SH	DFND	14700	0	0
FRANKLIN RES INC 	COM	354613101	1027	31000	SH	DFND	31000	0	0
FREEPORT-MCMORAN INC	CL B	35671D857	228	17690	SH	DFND	17690	0	0
FREEPORT-MCMORAN INC	CL B	35671D857	9836	763100	SH	DFND	763100	0	0
FREEPORT-MCMORAN INC	CL B	35671D857	24613	1909500	SH	DFND	1909500	0	0
FRONTDOOR INC	COM	35905A109	162	4708	SH	DFND	4708	0	0
FRONTDOOR INC	COM	35905A109	148	4300	SH	DFND	4300	0	0
FRONTDOOR INC	COM	35905A109	389	11300	SH	DFND	11300	0	0
FRONTLINE LTD 	SHS NEW	G3682E192	842	130364	SH	DFND	130364	0	0
FRONTLINE LTD 	SHS NEW	G3682E192	26	4100	SH	DFND	4100	0	0
FTI CONSULTING INC 	COM	302941109	1782	23200	SH	DFND	23200	0	0
FTS INTERNATIONAL INC 	COM	30283W104	435	43500	SH	DFND	43500	0	0
FULLER H B CO 	COM	359694106	243	5000	SH	DFND	5000	0	0
FULTON FINL CORP PA 	COM	360271100	505	32640	SH	DFND	32640	0	0
FULTON FINL CORP PA 	COM	360271100	1345	86900	SH	DFND	86900	0	0
GAIN CAP HLDGS INC 	COM	36268W100	319	50800	SH	DFND	50800	0	0
GALLAGHER ARTHUR J & CO 	COM	363576109	599	7675	SH	DFND	7675	0	0
GAMESTOP CORP NEW 	CL A	36467W109	204	20065	SH	DFND	20065	0	0
GAMESTOP CORP NEW 	CL A	36467W109	871	85700	SH	DFND	85700	0	0
GAMING & LEISURE PPTYS INC 	COM	36467J108	1061	27500	SH	DFND	27500	0	0
GANNETT CO INC 	COM	36473H104	109	10339	SH	DFND	10339	0	0
GANNETT CO INC 	COM	36473H104	129	12200	SH	DFND	12200	0	0
GANNETT CO INC 	COM	36473H104	779	73900	SH	DFND	73900	0	0
GARDNER DENVER HLDGS INC	COM	36555P107	498	17900	SH	DFND	17900	0	0
GARDNER DENVER HLDGS INC	COM	36555P107	14	500	SH	DFND	500	0	0
