nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt_	shrsOrPrnAmt_	investmentDiscretion	votingAuthority_Sole	votingAuthority_Shared	votingAuthority_None
MEDTRONIC PLC	SHS	G5960L103	100033	1098295	SH	SOLE	1098295	0	0
MERCADOLIBRE INC	COM	58733R102	16954	33391	SH	SOLE	33391	0	0
MERCK & CO INC	COM	58933Y105	51537	619662	SH	SOLE	619662	0	0
MERCURY GENL CORP NEW	COM	589400100	10251	204728	SH	SOLE	204728	0	0
MERCURY SYS INC	COM	589378108	417	6506	SH	SOLE	6506	0	0
MEREDITH CORP	COM	589433101	20006	362041	SH	SOLE	362041	0	0
MERIT MED SYS INC	COM	589889104	456	7377	SH	SOLE	7377	0	0
MERITAGE HOMES CORP	COM	59001A102	233	5209	SH	SOLE	5209	0	0
METLIFE INC	COM	59156R108	11956	280851	SH	SOLE	280851	0	0
METTLER TOLEDO INTERNATIONAL	COM	592688105	5674	7848	SH	SOLE	7848	0	0
MFA FINL INC	COM	55272X102	745	102537	SH	SOLE	102537	0	0
MGE ENERGY INC	COM	55277P104	258	3797	SH	SOLE	3797	0	0
MGIC INVT CORP WIS	COM	552848103	1108	83989	SH	SOLE	83989	0	0
MGM RESORTS INTERNATIONAL	COM	552953101	1583	61680	SH	SOLE	61680	0	0
MICROCHIP TECHNOLOGY INC	COM	595017104	16023	193142	SH	SOLE	193142	0	0
MICRON TECHNOLOGY INC	COM	595112103	41478	1003593	SH	SOLE	1003593	0	0
MICROSOFT CORP	COM	594918104	683489	5795225	SH	SOLE	5795225	0	0
MID AMER APT CMNTYS INC	COM	59522J103	6990	63939	SH	SOLE	63939	0	0
MIDDLESEX WATER CO	COM	596680108	9222	164708	SH	SOLE	164708	0	0
MILLER HERMAN INC	COM	600544100	401	11396	SH	SOLE	11396	0	0
MINERALS TECHNOLOGIES INC	COM	603158106	524	8909	SH	SOLE	8909	0	0
MINERVA NEUROSCIENCES INC	COM	603380106	130	16532	SH	SOLE	16532	0	0
MIRATI THERAPEUTICS INC	COM	60468T105	1049	14312	SH	SOLE	14312	0	0
MKS INSTRUMENT INC	COM	55306N104	872	9374	SH	SOLE	9374	0	0
MOBILE MINI INC	COM	60740F105	208	6118	SH	SOLE	6118	0	0
MOELIS & CO	CL A	60786M105	202	4850	SH	SOLE	4850	0	0
MOHAWK INDS INC	COM	608190104	922	7309	SH	SOLE	7309	0	0
MOLINA HEALTHCARE INC	COM	60855R100	1093	7699	SH	SOLE	7699	0	0
MOLSON COORS BREWING CO	CL B	60871R209	1331	22314	SH	SOLE	22314	0	0
MOMENTA PHARMACEUTICALS INC	COM	60877T100	681	46877	SH	SOLE	46877	0	0
MONDELEZ INTL INC	CL A	609207105	52433	1050331	SH	SOLE	1050331	0	0
MONOLITHIC PWR SYS INC	COM	609839105	925	6829	SH	SOLE	6829	0	0
MONRO INC	COM	610236101	382	4415	SH	SOLE	4415	0	0
MONSTER BEVERAGE CORP NEW	COM	61174X109	20566	376798	SH	SOLE	376798	0	0
MOODYS CORP	COM	615369105	7564	41767	SH	SOLE	41767	0	0
MOOG INC	CL A	615394202	399	4591	SH	SOLE	4591	0	0
MORGAN STANLEY	COM NEW	617446448	17489	414430	SH	SOLE	414430	0	0
MORNINGSTAR INC	COM	617700109	294	2335	SH	SOLE	2335	0	0
MOSAIC CO NEW	COM	61945C103	4176	152928	SH	SOLE	152928	0	0
MOTOROLA SOLUTIONS INC	COM NEW	620076307	5466	38929	SH	SOLE	38929	0	0
MSA SAFETY INC	COM	553498106	21319	206176	SH	SOLE	206176	0	0
MSC INDL DIRECT INC	CL A	553530106	11055	133659	SH	SOLE	133659	0	0
MSCI INC	COM	55354G100	4214	21193	SH	SOLE	21193	0	0
MUELLER INDS INC	COM	624756102	254	8101	SH	SOLE	8101	0	0
MUELLER WTR PRODS INC	COM SER A	624758108	169	16822	SH	SOLE	16822	0	0
MURPHY OIL CORP	COM	626717102	684	23336	SH	SOLE	23336	0	0
MURPHY USA INC	COM	626755102	508	5938	SH	SOLE	5938	0	0
MYLAN N V	SHS EURO	N59465109	16205	571805	SH	SOLE	571805	0	0
MYOKARDIA INC	COM	62857M105	904	17397	SH	SOLE	17397	0	0
MYRIAD GENETICS INC	COM	62855J104	1242	37423	SH	SOLE	37423	0	0
NABORS INDUSTRIES LTD	SHS	G6359F103	102	29761	SH	SOLE	29761	0	0
NANOSTRING TECHNOLOGIES INC	COM	63009R109	318	13303	SH	SOLE	13303	0	0
NASDAQ INC	COM	631103108	4920	56237	SH	SOLE	56237	0	0
NATIONAL FUEL GAS CO N J	COM	636180101	11833	194111	SH	SOLE	194111	0	0
NATIONAL HEALTH INVS INC	COM	63633D104	10704	136273	SH	SOLE	136273	0	0
NATIONAL HEALTHCARE CORP	COM	635906100	9026	118953	SH	SOLE	118953	0	0
NATIONAL INSTRS CORP	COM	636518102	435	9817	SH	SOLE	9817	0	0
NATIONAL OILWELL VARCO INC	COM	637071101	4420	165922	SH	SOLE	165922	0	0
NATIONAL RETAIL PPTYS INC	COM	637417106	14546	262612	SH	SOLE	262612	0	0
NATIONAL STORAGE AFFILIATES	COM SHS BEN IN	637870106	222	7788	SH	SOLE	7788	0	0
NATIONAL VISION HLDGS INC	COM	63845R107	224	7123	SH	SOLE	7123	0	0
NAVIENT CORPORATION	COM	63938C108	534	46157	SH	SOLE	46157	0	0
NAVIGATORS GROUP INC	COM	638904102	204	2921	SH	SOLE	2921	0	0
NBT BANCORP INC	COM	628778102	212	5895	SH	SOLE	5895	0	0
NCR CORP NEW	COM	62886E108	419	15342	SH	SOLE	15342	0	0
NEKTAR THERAPEUTICS	COM	640268108	3260	97024	SH	SOLE	97024	0	0
NEOGEN CORP	COM	640491106	520	9059	SH	SOLE	9059	0	0
NEOGENOMICS INC	COM NEW	64049M209	238	11645	SH	SOLE	11645	0	0
NETAPP INC	COM	64110D104	15556	224339	SH	SOLE	224339	0	0
NETEASE INC	SPONSORED ADR	64110W102	10760	44564	SH	SOLE	44564	0	0
NETFLIX INC	COM	64110L106	119885	336226	SH	SOLE	336226	0	0
NETSCOUT SYS INC	COM	64115T104	486	17297	SH	SOLE	17297	0	0
NEUROCRINE BIOSCIENCES INC	COM	64125C109	3039	34500	SH	SOLE	34500	0	0
NEW JERSEY RES	COM	646025106	21568	433177	SH	SOLE	433177	0	0
NEW RELIC INC	COM	64829B100	690	6986	SH	SOLE	6986	0	0
NEW RESIDENTIAL INVT CORP	COM NEW	64828T201	1574	93105	SH	SOLE	93105	0	0
NEW YORK CMNTY BANCORP INC	COM	649445103	1140	98512	SH	SOLE	98512	0	0
NEW YORK MTG TR INC	COM PAR $.02	649604501	145	23846	SH	SOLE	23846	0	0
NEW YORK TIMES CO	CL A	650111107	876	26676	SH	SOLE	26676	0	0
NEWELL BRANDS INC	COM	651229106	713	46467	SH	SOLE	46467	0	0
NEWMARK GROUP INC	CL A	65158N102	135	16246	SH	SOLE	16246	0	0
NEWMARKET CORP	COM	651587107	543	1253	SH	SOLE	1253	0	0
NEWMONT MNG CORP	COM	651639106	3377	94419	SH	SOLE	94419	0	0
NEWPARK RES INC	COM PAR $.01NEW	651718504	113	12294	SH	SOLE	12294	0	0
NEWS CORP NEW	CL A	65249B109	2886	231985	SH	SOLE	231985	0	0
NEWS CORP NEW	CL B	65249B208	196	15720	SH	SOLE	15720	0	0
NEXSTAR MEDIA GROUP INC	CL A	65336K103	552	5091	SH	SOLE	5091	0	0
NEXTERA ENERGY INC	COM	65339F101	11786	60968	SH	SOLE	60968	0	0
NIELSEN HLDGS PLC	SHS EUR	G6518L108	1020	43105	SH	SOLE	43105	0	0
NIKE INC	CL B	654106103	28188	334730	SH	SOLE	334730	0	0
NISOURCE INC	COM	65473P105	1362	47529	SH	SOLE	47529	0	0
NMI HLDGS INC	CL A	629209305	226	8755	SH	SOLE	8755	0	0
NOBLE CORP PLC	SHS USD	G65431101	101	35214	SH	SOLE	35214	0	0
NOBLE ENERGY INC	COM	655044105	4881	197355	SH	SOLE	197355	0	0
NORDIC AMERICAN TANKERS LIMI	COM	G65773106	31	15252	SH	SOLE	15252	0	0
NORDSON CORP	COM	655663102	11654	87945	SH	SOLE	87945	0	0
NORDSTROM INC	COM	655664100	866	19505	SH	SOLE	19505	0	0
NORFOLK SOUTHERN CORP	COM	655844108	9802	52448	SH	SOLE	52448	0	0
NORTHERN OIL & GAS INC NEV	COM	665531109	58	21146	SH	SOLE	21146	0	0
NORTHERN TR CORP	COM	665859104	4967	54942	SH	SOLE	54942	0	0
NORTHROP GRUMMAN CORP	COM	666807102	8858	32856	SH	SOLE	32856	0	0
NORTHWEST BANCSHARES INC MD	COM	667340103	227	13390	SH	SOLE	13390	0	0
NORTHWEST NAT HLDG CO	COM	66765N105	9902	150872	SH	SOLE	150872	0	0
NORTHWESTERN CORP	COM NEW	668074305	10445	148348	SH	SOLE	148348	0	0
NORWEGIAN CRUISE LINE HLDG L	SHS	G66721104	4042	73540	SH	SOLE	73540	0	0
NOVANTA INC	COM	67000B104	302	3561	SH	SOLE	3561	0	0
NOVAVAX INC	COM	670002104	94	171506	SH	SOLE	171506	0	0
NOVOCURE LTD	ORD SHS	G6674U108	1940	40271	SH	SOLE	40271	0	0
NOW INC	COM	67011P100	290	20778	SH	SOLE	20778	0	0
NRG ENERGY INC	COM NEW	629377508	3811	89702	SH	SOLE	89702	0	0
NU SKIN ENTERPRISES INC	CL A	67018T105	8192	171173	SH	SOLE	171173	0	0
NUANCE COMMUNICATIONS INC	COM	67020Y100	221	13043	SH	SOLE	13043	0	0
NUCOR CORP	COM	670346105	80258	1375458	SH	SOLE	1375458	0	0
NUVASIVE INC	COM	670704105	678	11938	SH	SOLE	11938	0	0
NVENT ELECTRIC PLC	SHS	G6700G107	12098	448404	SH	SOLE	448404	0	0
NVIDIA CORP	COM	67066G104	89010	495714	SH	SOLE	495714	0	0
NVR INC	COM	62944T105	802	290	SH	SOLE	290	0	0
NXP SEMICONDUCTORS N V	COM	N6596X109	17697	200214	SH	SOLE	200214	0	0
O REILLY AUTOMOTIVE INC NEW	COM	67103H107	23102	59496	SH	SOLE	59496	0	0
OASIS PETE INC NEW	COM	674215108	412	68149	SH	SOLE	68149	0	0
OCCIDENTAL PETE CORP	COM	674599105	12216	184538	SH	SOLE	184538	0	0
OCEANEERING INTL INC	COM	675232102	394	24965	SH	SOLE	24965	0	0
OCULAR THERAPEUTIX INC	COM	67576A100	71	17889	SH	SOLE	17889	0	0
OCWEN FINL CORP	COM NEW	675746309	23	12780	SH	SOLE	12780	0	0
OFFICE DEPOT INC	COM	676220106	275	75757	SH	SOLE	75757	0	0
OGE ENERGY CORP	COM	670837103	1231	28552	SH	SOLE	28552	0	0
OKTA INC	CL A	679295105	296	3575	SH	SOLE	3575	0	0
OLD DOMINION FREIGHT LINE IN	COM	679580100	924	6400	SH	SOLE	6400	0	0
OLD NATL BANCORP IND	COM	680033107	341	20771	SH	SOLE	20771	0	0
OLD REP INTL CORP	COM	680223104	11988	573041	SH	SOLE	573041	0	0
OLIN CORP	COM PAR $1	680665205	550	23783	SH	SOLE	23783	0	0
OLLIES BARGAIN OUTLT HLDGS I	COM	681116109	845	9906	SH	SOLE	9906	0	0
OMEGA HEALTHCARE INVS INC	COM	681936100	12837	336493	SH	SOLE	336493	0	0
OMEROS CORP	COM	682143102	377	21706	SH	SOLE	21706	0	0
OMNICELL INC	COM	68213N109	435	5387	SH	SOLE	5387	0	0
OMNICOM GROUP INC	COM	681919106	4695	64328	SH	SOLE	64328	0	0
ON SEMICONDUCTOR CORP	COM	682189105	763	37114	SH	SOLE	37114	0	0
ONE GAS INC	COM	68235P108	12210	137140	SH	SOLE	137140	0	0
ONEMAIN HLDGS INC	COM	68268W103	304	9586	SH	SOLE	9586	0	0
ONEOK INC NEW	COM	682680103	5935	84982	SH	SOLE	84982	0	0
OPKO HEALTH INC	COM	68375N103	651	249496	SH	SOLE	249496	0	0
OPTINOSE INC	COM	68404V100	166	16093	SH	SOLE	16093	0	0
ORACLE CORP	COM	68389X105	26096	485862	SH	SOLE	485862	0	0
ORGANOVO HLDGS INC	COM	68620A104	13	13064	SH	SOLE	13064	0	0
ORMAT TECHNOLOGIES INC	COM	686688102	239	4330	SH	SOLE	4330	0	0
OSHKOSH CORP	COM	688239201	462	6152	SH	SOLE	6152	0	0
OSI SYSTEMS INC	COM	671044105	203	2312	SH	SOLE	2312	0	0
OTTER TAIL CORP	COM	689648103	213	4285	SH	SOLE	4285	0	0
OUTFRONT MEDIA INC	COM	69007J106	744	31778	SH	SOLE	31778	0	0
OVERSTOCK COM INC DEL	COM	690370101	1110	66776	SH	SOLE	66776	0	0
OWENS ILL INC	COM NEW	690768403	258	13599	SH	SOLE	13599	0	0
PACCAR INC	COM	693718108	20164	295916	SH	SOLE	295916	0	0
PACIFIC BIOSCIENCES CALIF IN	COM	69404D108	479	66310	SH	SOLE	66310	0	0
PACIRA PHARMACEUTICALS INC	COM	695127100	698	18344	SH	SOLE	18344	0	0
PACKAGING CORP AMER	COM	695156109	3784	38080	SH	SOLE	38080	0	0
PACWEST BANCORP DEL	COM	695263103	956	25431	SH	SOLE	25431	0	0
PALATIN TECHNOLOGIES INC	COM PAR $ .01	696077403	22	22035	SH	SOLE	22035	0	0
PALO ALTO NETWORKS INC	COM	697435105	1041	4288	SH	SOLE	4288	0	0
PAPA JOHNS INTL INC	COM	698813102	226	4276	SH	SOLE	4276	0	0
PARAMOUNT GROUP INC	COM	69924R108	648	45651	SH	SOLE	45651	0	0
PARATEK PHARMACEUTICALS INC	COM	699374302	77	14417	SH	SOLE	14417	0	0
PARK HOTELS RESORTS INC	COM	700517105	1423	45789	SH	SOLE	45789	0	0
PARKER HANNIFIN CORP	COM	701094104	5295	30852	SH	SOLE	30852	0	0
PARSLEY ENERGY INC	CL A	701877102	306	15852	SH	SOLE	15852	0	0
PATTERSON COMPANIES INC	COM	703395103	418	19143	SH	SOLE	19143	0	0
PATTERSON UTI ENERGY INC	COM	703481101	429	30610	SH	SOLE	30610	0	0
PAYCHEX INC	COM	704326107	23659	295000	SH	SOLE	295000	0	0
PAYCOM SOFTWARE INC	COM	70432V102	413	2186	SH	SOLE	2186	0	0
PAYLOCITY HLDG CORP	COM	70438V106	281	3151	SH	SOLE	3151	0	0
PAYPAL HLDGS INC	COM	70450Y103	89361	860560	SH	SOLE	860560	0	0
PBF ENERGY INC	CL A	69318G106	536	17228	SH	SOLE	17228	0	0
PDC ENERGY INC	COM	69327R101	533	13105	SH	SOLE	13105	0	0
PDL BIOPHARMA INC	COM	69329Y104	242	65177	SH	SOLE	65177	0	0
PEABODY ENERGY CORP NEW	COM	704551100	381	13458	SH	SOLE	13458	0	0
PEBBLEBROOK HOTEL TR	COM	70509V100	1694	54545	SH	SOLE	54545	0	0
PENN NATL GAMING INC	COM	707569109	418	20799	SH	SOLE	20799	0	0
PENNEY J C CORP INC	COM	708160106	68	45818	SH	SOLE	45818	0	0
PENTAIR PLC	SHS	G7S00T104	83038	1865601	SH	SOLE	1865601	0	0
PEOPLES UTD FINL INC	COM	712704105	76353	4644343	SH	SOLE	4644343	0	0
PEPSICO INC	COM	713448108	208261	1699393	SH	SOLE	1699393	0	0
PERFORMANCE FOOD GROUP CO	COM	71377A103	452	11415	SH	SOLE	11415	0	0
PERKINELMER INC	COM	714046109	1288	13370	SH	SOLE	13370	0	0
PERRIGO CO PLC	SHS	G97822103	944	19591	SH	SOLE	19591	0	0
PERSPECTA INC	COM	715347100	679	33573	SH	SOLE	33573	0	0
PETIQ INC	COM CL A	71639T106	281	8950	SH	SOLE	8950	0	0
PETMED EXPRESS INC	COM	716382106	1005	44098	SH	SOLE	44098	0	0
PFIZER INC	COM	717081103	48561	1143414	SH	SOLE	1143414	0	0
PHILIP MORRIS INTL INC	COM	718172109	18012	203782	SH	SOLE	203782	0	0
PHILLIPS 66	COM	718546104	10397	109243	SH	SOLE	109243	0	0
PHYSICIANS RLTY TR	COM	71943U104	1153	61283	SH	SOLE	61283	0	0
PIEDMONT OFFICE REALTY TR IN	COM CL A	720190206	882	42322	SH	SOLE	42322	0	0
PINNACLE FINL PARTNERS INC	COM	72346Q104	838	15322	SH	SOLE	15322	0	0
PINNACLE WEST CAP CORP	COM	723484101	2432	25445	SH	SOLE	25445	0	0
PIONEER ENERGY SVCS CORP	COM	723664108	19	10552	SH	SOLE	10552	0	0
PIONEER NAT RES CO	COM	723787107	7666	50343	SH	SOLE	50343	0	0
PITNEY BOWES INC	COM	724479100	250	36382	SH	SOLE	36382	0	0
PLANET FITNESS INC	CL A	72703H101	687	10000	SH	SOLE	10000	0	0
PLANTRONICS INC NEW	COM	727493108	364	7893	SH	SOLE	7893	0	0
PLEXUS CORP	COM	729132100	259	4243	SH	SOLE	4243	0	0
PLUG POWER INC	COM NEW	72919P202	56	23247	SH	SOLE	23247	0	0
PNC FINL SVCS GROUP INC	COM	693475105	16017	130578	SH	SOLE	130578	0	0
PNM RES INC	COM	69349H107	766	16178	SH	SOLE	16178	0	0
POLARIS INDS INC	COM	731068102	10705	126789	SH	SOLE	126789	0	0
POLYONE CORP	COM	73179P106	583	19893	SH	SOLE	19893	0	0
POOL CORPORATION	COM	73278L105	553	3350	SH	SOLE	3350	0	0
POPULAR INC	COM NEW	733174700	665	12764	SH	SOLE	12764	0	0
PORTLAND GEN ELEC CO	COM NEW	736508847	10382	200275	SH	SOLE	200275	0	0
PORTOLA PHARMACEUTICALS INC	COM	737010108	1121	32317	SH	SOLE	32317	0	0
POST HLDGS INC	COM	737446104	621	5678	SH	SOLE	5678	0	0
POTLATCHDELTIC CORPORATION	COM	737630103	1067	28231	SH	SOLE	28231	0	0
POWER INTEGRATIONS INC	COM	739276103	276	3946	SH	SOLE	3946	0	0
PPG INDS INC	COM	693506107	84695	750380	SH	SOLE	750380	0	0
PPL CORP	COM	69351T106	4822	151917	SH	SOLE	151917	0	0
PRA GROUP INC	COM	69354N106	320	11921	SH	SOLE	11921	0	0
PRA HEALTH SCIENCES INC	COM	69354M108	3255	29509	SH	SOLE	29509	0	0
PRESTIGE CONSMR HEALTHCARE I	COM	74112D101	360	12024	SH	SOLE	12024	0	0
PRICE T ROWE GROUP INC	COM	74144T108	86156	860527	SH	SOLE	860527	0	0
PRIMERICA INC	COM	74164M108	1666	13640	SH	SOLE	13640	0	0
PRINCIPAL FINL GROUP INC	COM	74251V102	3274	65226	SH	SOLE	65226	0	0
PROASSURANCE CORP	COM	74267C106	491	14190	SH	SOLE	14190	0	0
PROCTER AND GAMBLE CO	COM	742718109	133399	1282062	SH	SOLE	1282062	0	0
PROGENICS PHARMACEUTICALS IN	COM	743187106	187	40327	SH	SOLE	40327	0	0
PROGRESS SOFTWARE CORP	COM	743312100	274	6167	SH	SOLE	6167	0	0
PROGRESSIVE CORP OHIO	COM	743315103	13935	193297	SH	SOLE	193297	0	0
PROLOGIS INC	COM	74340W103	19035	264556	SH	SOLE	264556	0	0
PROOFPOINT INC	COM	743424103	303	2496	SH	SOLE	2496	0	0
PROPETRO HLDG CORP	COM	74347M108	222	9842	SH	SOLE	9842	0	0
PROQR THRAPEUTICS N V	SHS EURO	N71542109	182	13152	SH	SOLE	13152	0	0
PROSHARES TR	DJ BRKFLD GLB	74347B508	758	17253	SH	SOLE	17253	0	0
PROSHARES TR	MANAGED FUT	74347B532	1687	42446	SH	SOLE	42446	0	0
PROSHARES TR	HD REPLICATION	74347X294	1004	22333	SH	SOLE	22333	0	0
PROSHARES TR	RAFI LG SHT FD	74347X310	996	28287	SH	SOLE	28287	0	0
PROSHARES TR	MERGER ETF	74348A566	2017	54013	SH	SOLE	54013	0	0
PROSHARES TR	INFLATN EXPECTNS	74348A814	460	16782	SH	SOLE	16782	0	0
PROSPERITY BANCSHARES INC	COM	743606105	11264	163104	SH	SOLE	163104	0	0
PROTEOSTASIS THERAPEUTICS IN	COM	74373B109	26	20428	SH	SOLE	20428	0	0
PROTHENA CORP PLC	SHS	G72800108	217	17909	SH	SOLE	17909	0	0
PROTO LABS INC	COM	743713109	392	3725	SH	SOLE	3725	0	0
PROVIDENT FINL SVCS INC	COM	74386T105	218	8439	SH	SOLE	8439	0	0
PRUDENTIAL FINL INC	COM	744320102	11414	124230	SH	SOLE	124230	0	0
PS BUSINESS PKS INC CALIF	COM	69360J107	429	2738	SH	SOLE	2738	0	0
PTC INC	COM	69370C100	1261	13678	SH	SOLE	13678	0	0
PTC THERAPEUTICS INC	COM	69366J200	944	25067	SH	SOLE	25067	0	0
PUBLIC STORAGE	COM	74460D109	14365	65959	SH	SOLE	65959	0	0
PUBLIC SVC ENTERPRISE GRP IN	COM	744573106	3834	64539	SH	SOLE	64539	0	0
PULTE GROUP INC	COM	745867101	3176	113585	SH	SOLE	113585	0	0
PUMA BIOTECHNOLOGY INC	COM	74587V107	625	16120	SH	SOLE	16120	0	0
PVH CORP	COM	693656100	1097	8997	SH	SOLE	8997	0	0
Q2 HLDGS INC	COM	74736L109	282	4067	SH	SOLE	4067	0	0
QEP RES INC	COM	74733V100	264	33933	SH	SOLE	33933	0	0
QORVO INC	COM	74736K101	2974	41457	SH	SOLE	41457	0	0
QTS RLTY TR INC	COM CL A	74736A103	249	5542	SH	SOLE	5542	0	0
QUAKER CHEM CORP	COM	747316107	9503	47439	SH	SOLE	47439	0	0
QUALCOMM INC	COM	747525103	56284	986926	SH	SOLE	986926	0	0
QUALYS INC	COM	74758T303	387	4680	SH	SOLE	4680	0	0
QUANTA SVCS INC	COM	74762E102	2587	68547	SH	SOLE	68547	0	0
QUANTERIX CORP	COM	74766Q101	219	8469	SH	SOLE	8469	0	0
QUEST DIAGNOSTICS INC	COM	74834L100	3480	38696	SH	SOLE	38696	0	0
QUIDEL CORP	COM	74838J101	243	3716	SH	SOLE	3716	0	0
QURATE RETAIL INC	COM SER A	74915M100	2445	152982	SH	SOLE	152982	0	0
R1 RCM INC	COM	749397105	108	11191	SH	SOLE	11191	0	0
RA PHARMACEUTICALS INC	COM	74933V108	366	16328	SH	SOLE	16328	0	0
RADIAN GROUP INC	COM	750236101	1052	50737	SH	SOLE	50737	0	0
RADIUS HEALTH INC	COM NEW	750469207	398	19943	SH	SOLE	19943	0	0
RALPH LAUREN CORP	CL A	751212101	3063	23623	SH	SOLE	23623	0	0
RAMBUS INC DEL	COM	750917106	154	14729	SH	SOLE	14729	0	0
RANGE RES CORP	COM	75281A109	335	29811	SH	SOLE	29811	0	0
RAPID7 INC	COM	753422104	203	4012	SH	SOLE	4012	0	0
RAYMOND JAMES FINANCIAL INC	COM	754730109	2568	31938	SH	SOLE	31938	0	0
RAYONIER INC	COM	754907103	1266	40167	SH	SOLE	40167	0	0
RAYTHEON CO	COM NEW	755111507	9496	52155	SH	SOLE	52155	0	0
RBC BEARINGS INC	COM	75524B104	330	2598	SH	SOLE	2598	0	0
REALOGY HLDGS CORP	COM	75605Y106	402	35294	SH	SOLE	35294	0	0
REALPAGE INC	COM	75606N109	202	3328	SH	SOLE	3328	0	0
REALTY INCOME CORP	COM	756109104	7667	104233	SH	SOLE	104233	0	0
REATA PHARMACEUTICALS INC	CL A	75615P103	875	10234	SH	SOLE	10234	0	0
RED HAT INC	COM	756577102	5204	28484	SH	SOLE	28484	0	0
REDWOOD TR INC	COM	758075402	213	13170	SH	SOLE	13170	0	0
REGAL BELOIT CORP	COM	758750103	308	3758	SH	SOLE	3758	0	0
REGENCY CTRS CORP	COM	758849103	3879	57479	SH	SOLE	57479	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	42328	103084	SH	SOLE	103084	0	0
REGENXBIO INC	COM	75901B107	959	16739	SH	SOLE	16739	0	0
REGIONS FINL CORP NEW	COM	7591EP100	6199	438098	SH	SOLE	438098	0	0
REINSURANCE GRP OF AMERICA I	COM NEW	759351604	1879	13232	SH	SOLE	13232	0	0
RELIANCE STEEL & ALUMINUM CO	COM	759509102	874	9688	SH	SOLE	9688	0	0
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	12613	87897	SH	SOLE	87897	0	0
REPLIGEN CORP	COM	759916109	317	5373	SH	SOLE	5373	0	0
REPLIMUNE GROUP INC	COM	76029N106	183	12025	SH	SOLE	12025	0	0
REPUBLIC SVCS INC	COM	760759100	4870	60593	SH	SOLE	60593	0	0
RESIDEO TECHNOLOGIES INC	COM	76118Y104	209	10835	SH	SOLE	10835	0	0
RESMED INC	COM	761152107	5082	48883	SH	SOLE	48883	0	0
RESTORBIO INC	COM	76133L103	71	10367	SH	SOLE	10367	0	0
RETAIL OPPORTUNITY INVTS COR	COM	76131N101	269	15499	SH	SOLE	15499	0	0
RETAIL PPTYS AMER INC	CL A	76131V202	592	48598	SH	SOLE	48598	0	0
RETROPHIN INC	COM	761299106	420	18556	SH	SOLE	18556	0	0
REVANCE THERAPEUTICS INC	COM	761330109	301	19114	SH	SOLE	19114	0	0
REXFORD INDL RLTY INC	COM	76169C100	359	10037	SH	SOLE	10037	0	0
REXNORD CORP NEW	COM	76169B102	287	11419	SH	SOLE	11419	0	0
RH	COM	74967X103	268	2604	SH	SOLE	2604	0	0
RHYTHM PHARMACEUTICALS INC	COM	76243J105	366	13343	SH	SOLE	13343	0	0
RIGEL PHARMACEUTICALS INC	COM NEW	766559603	193	75042	SH	SOLE	75042	0	0
RINGCENTRAL INC	CL A	76680R206	335	3109	SH	SOLE	3109	0	0
RITE AID CORP	COM	767754104	79	124817	SH	SOLE	124817	0	0
RLI CORP	COM	749607107	10474	145980	SH	SOLE	145980	0	0
RLJ LODGING TR	COM	74965L101	1033	58796	SH	SOLE	58796	0	0
ROBERT HALF INTL INC	COM	770323103	3155	48426	SH	SOLE	48426	0	0
ROCKET PHARMACEUTICALS INC	COM	77313F106	304	17318	SH	SOLE	17318	0	0
ROCKWELL AUTOMATION INC	COM	773903109	2535	14448	SH	SOLE	14448	0	0
ROGERS CORP	COM	775133101	401	2527	SH	SOLE	2527	0	0
ROKU INC	COM CL A	77543R102	304	4714	SH	SOLE	4714	0	0
ROLLINS INC	COM	775711104	739	17762	SH	SOLE	17762	0	0
ROPER TECHNOLOGIES INC	COM	776696106	96474	282113	SH	SOLE	282113	0	0
ROSS STORES INC	COM	778296103	28242	303348	SH	SOLE	303348	0	0
ROWAN COMPANIES PLC	SHS CL A	G7665A101	347	32191	SH	SOLE	32191	0	0
ROYAL CARIBBEAN CRUISES LTD	COM	V7780T103	5078	44307	SH	SOLE	44307	0	0
ROYAL GOLD INC	COM	780287108	12688	139534	SH	SOLE	139534	0	0
RPM INTL INC	COM	749685103	12141	209190	SH	SOLE	209190	0	0
RPT REALTY	COM SH BEN INT	74971D101	131	10935	SH	SOLE	10935	0	0
RUBIUS THERAPEUTICS INC	COM	78116T103	553	30559	SH	SOLE	30559	0	0
RYDER SYS INC	COM	783549108	292	4706	SH	SOLE	4706	0	0
RYMAN HOSPITALITY PPTYS INC	COM	78377T107	1360	16534	SH	SOLE	16534	0	0
S&P GLOBAL INC	COM	78409V104	95071	451537	SH	SOLE	451537	0	0
SABRA HEALTH CARE REIT INC	COM	78573L106	1453	74653	SH	SOLE	74653	0	0
SABRE CORP	COM	78573M104	517	24149	SH	SOLE	24149	0	0
SAGE THERAPEUTICS INC	COM	78667J108	3073	19321	SH	SOLE	19321	0	0
SAIA INC	COM	78709Y105	216	3532	SH	SOLE	3532	0	0
SAILPOINT TECHNLGIES HLDGS I	COM	78781P105	218	7593	SH	SOLE	7593	0	0
SALESFORCE COM INC	COM	79466L302	21772	137473	SH	SOLE	137473	0	0
SALLY BEAUTY HLDGS INC	COM	79546E104	437	23727	SH	SOLE	23727	0	0
SANDERSON FARMS INC	COM	800013104	498	3779	SH	SOLE	3779	0	0
